--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
/home/gpuadmin/dataset/test/output_product_crop/444_342_479_356.png	CSF12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/653_298_677_313.png	CP3                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/715_291_751_308.png	MMK2                     	0.2249
/home/gpuadmin/dataset/test/output_product_crop/783_386_803_403.png	CP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1020_657_1044_672.png	P3                       	0.8396
/home/gpuadmin/dataset/test/output_product_crop/1021_622_1051_637.png	CSF21                    	0.9769
/home/gpuadmin/dataset/test/output_product_crop/1025_660_1054_674.png	P3                       	0.7409
/home/gpuadmin/dataset/test/output_product_crop/1046_587_1077_602.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1051_675_1085_690.png	CSF12                    	0.9993
/home/gpuadmin/dataset/test/output_product_crop/1052_695_1088_710.png	CSF24                    	0.9983
/home/gpuadmin/dataset/test/output_product_crop/1053_646_1087_661.png	B2                       	0.5322
/home/gpuadmin/dataset/test/output_product_crop/1062_609_1093_625.png	MC6                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1077_913_1106_928.png	CBP2                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1115_715_1148_730.png	CSF21                    	0.9987
/home/gpuadmin/dataset/test/output_product_crop/1120_871_1152_888.png	CMC6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1123_695_1153_711.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1156_583_1192_598.png	CMBK2                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1160_696_1183_711.png	CP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1162_605_1184_619.png	CP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1195_616_1221_630.png	CSF1                     	0.9823
/home/gpuadmin/dataset/test/output_product_crop/1294_815_1328_831.png	CPN12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1310_863_1341_880.png	CMC6                     	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/305_710_341_726.png	CPN12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/311_394_348_409.png	CPN12                    	0.9996
/home/gpuadmin/dataset/test/output_product_crop/335_349_371_364.png	CSF21                    	0.9854
/home/gpuadmin/dataset/test/output_product_crop/337_262_367_277.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/344_329_379_344.png	CSF12                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/374_247_403_262.png	PN4                      	0.9646
/home/gpuadmin/dataset/test/output_product_crop/405_985_435_998.png	CBP2                     	0.9992
/home/gpuadmin/dataset/test/output_product_crop/422_243_457_259.png	CSF24                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/422_887_455_903.png	CMC6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/425_351_459_367.png	CSF21                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/439_263_475_278.png	CSF12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/664_323_702_338.png	CMBK2                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/728_366_756_382.png	CSF1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/816_989_847_1004.png	CBP2                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/845_255_871_269.png	CP3                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/846_362_882_378.png	CPN12                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/854_891_883_906.png	CMC6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1111_645_1149_660.png	CMBK2                    	0.9995
/home/gpuadmin/dataset/test/output_product_crop/1149_931_1181_945.png	CBP2                     	0.9826
/home/gpuadmin/dataset/test/output_product_crop/1164_617_1191_631.png	CSF1                     	0.9995
/home/gpuadmin/dataset/test/output_product_crop/1175_685_1196_700.png	CP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1194_890_1225_905.png	CMC6                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1206_713_1240_728.png	CSF24                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1215_693_1247_708.png	CSF21                    	0.9940
/home/gpuadmin/dataset/test/output_product_crop/1221_695_1259_709.png	SF21                     	0.9801
/home/gpuadmin/dataset/test/output_product_crop/1223_602_1252_618.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1262_696_1298_711.png	CSF12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1273_718_1303_731.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1276_611_1308_625.png	CSF12                    	0.8991
/home/gpuadmin/dataset/test/output_product_crop/1279_591_1315_605.png	CPN12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1292_632_1325_648.png	CSF21                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1293_677_1326_693.png	CMC1                     	0.9489
/home/gpuadmin/dataset/test/output_product_crop/1299_673_1330_689.png	CMC1                     	0.9959
/home/gpuadmin/dataset/test/output_product_crop/1324_857_1359_872.png	CPN12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1344_909_1375_925.png	CMC6                     	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/298_344_327_358.png	CSF2                     	0.9994
/home/gpuadmin/dataset/test/output_product_crop/299_408_333_424.png	CSF21                    	0.9718
/home/gpuadmin/dataset/test/output_product_crop/302_322_332_336.png	CPN4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/329_332_355_348.png	SF                       	0.3843
/home/gpuadmin/dataset/test/output_product_crop/366_1028_395_1042.png	CBP2                     	0.9994
/home/gpuadmin/dataset/test/output_product_crop/383_854_416_870.png	CMC6                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/385_430_419_444.png	CSF21                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/394_406_429_420.png	CSF12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/398_342_428_356.png	TUM1                     	0.2126
/home/gpuadmin/dataset/test/output_product_crop/401_359_434_375.png	SF                       	0.3134
/home/gpuadmin/dataset/test/output_product_crop/411_378_444_393.png	CSF12                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/716_317_750_333.png	MBK2                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/766_484_786_498.png	AP1                      	0.5233
/home/gpuadmin/dataset/test/output_product_crop/1056_586_1086_602.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1062_696_1097_712.png	CSF24                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1073_609_1102_625.png	CMC6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1117_882_1148_898.png	CBP2                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1133_695_1164_710.png	CPN4                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1165_584_1201_600.png	CMBK2                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1170_607_1194_622.png	CP1                      	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/312_212_347_229.png	CSF21                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/313_148_343_163.png	CSF24                    	0.7757
/home/gpuadmin/dataset/test/output_product_crop/314_127_343_141.png	CPN                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/326_697_365_712.png	CPN12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/338_139_365_153.png	C1                       	0.4234
/home/gpuadmin/dataset/test/output_product_crop/383_1091_408_1105.png	BP2                      	0.9981
/home/gpuadmin/dataset/test/output_product_crop/398_965_429_980.png	CMC6                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/400_235_433_250.png	CSF21                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/407_210_443_226.png	CSF12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/413_148_442_163.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/415_284_449_300.png	CPN12                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/425_182_458_196.png	CSF12                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/680_237_714_253.png	CPN12                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/746_131_780_147.png	1MBK2                    	0.6609
/home/gpuadmin/dataset/test/output_product_crop/1019_601_1048_616.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1025_711_1061_726.png	CSF24                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1033_624_1066_640.png	CMC6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1094_710_1124_726.png	CPN4                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1125_598_1164_614.png	CMBK2                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1132_711_1155_725.png	CP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1298_692_1330_707.png	CBP2                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1325_831_1360_847.png	CPN12                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1340_796_1371_812.png	CMC6                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1342_651_1374_667.png	CMC6                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/361_659_389_675.png	SF14                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/408_737_437_752.png	MB21                     	0.8190
/home/gpuadmin/dataset/test/output_product_crop/489_612_523_627.png	MG20                     	0.3530
/home/gpuadmin/dataset/test/output_product_crop/525_682_556_697.png	ML21                     	0.5063
/home/gpuadmin/dataset/test/output_product_crop/530_410_560_424.png	MC21                     	0.5626
/home/gpuadmin/dataset/test/output_product_crop/532_771_562_784.png	MB21                     	0.5910
/home/gpuadmin/dataset/test/output_product_crop/590_369_618_384.png	SF20                     	0.9996
/home/gpuadmin/dataset/test/output_product_crop/591_636_619_650.png	SF21                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/616_469_649_486.png	MT13                     	0.8188
/home/gpuadmin/dataset/test/output_product_crop/734_440_764_454.png	MG20                     	0.4528
/home/gpuadmin/dataset/test/output_product_crop/907_638_932_652.png	SF13                     	0.9595
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/194_513_217_527.png	CP4                      	0.6229
/home/gpuadmin/dataset/test/output_product_crop/253_515_295_531.png	CMST11                   	0.9997
/home/gpuadmin/dataset/test/output_product_crop/261_270_305_285.png	CMST11                   	0.9997
/home/gpuadmin/dataset/test/output_product_crop/262_94_306_108.png	CMST12                   	0.9994
/home/gpuadmin/dataset/test/output_product_crop/317_94_352_109.png	CMST8                    	0.9995
/home/gpuadmin/dataset/test/output_product_crop/323_651_345_666.png	CP2                      	0.7963
/home/gpuadmin/dataset/test/output_product_crop/372_273_408_288.png	CMST7                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/377_568_414_585.png	CMST7                    	0.9996
/home/gpuadmin/dataset/test/output_product_crop/581_822_619_836.png	CMST9                    	0.9995
/home/gpuadmin/dataset/test/output_product_crop/605_94_642_108.png	CSF16                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/605_271_640_286.png	CSF16                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/637_76_663_89.png	CM3                      	0.8448
/home/gpuadmin/dataset/test/output_product_crop/656_269_695_284.png	CMST9                    	0.9945
/home/gpuadmin/dataset/test/output_product_crop/658_95_700_110.png	CMST10                   	0.9994
/home/gpuadmin/dataset/test/output_product_crop/659_898_694_912.png	CSF16                    	1.0000
/home/gpuadmin/dataset/test/output_product_crop/685_915_711_930.png	CP1                      	0.3450
/home/gpuadmin/dataset/test/output_product_crop/693_919_713_933.png	BD3                      	0.1304
/home/gpuadmin/dataset/test/output_product_crop/701_863_740_878.png	CMST5                    	0.9992
/home/gpuadmin/dataset/test/output_product_crop/703_291_730_306.png	CS55                     	0.3901
/home/gpuadmin/dataset/test/output_product_crop/706_286_741_300.png	SF17                     	0.1472
/home/gpuadmin/dataset/test/output_product_crop/717_94_757_108.png	CMST6                    	0.9983
/home/gpuadmin/dataset/test/output_product_crop/717_271_757_285.png	MTT5                     	0.7811
/home/gpuadmin/dataset/test/output_product_crop/743_773_771_788.png	CSF5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/770_270_800_285.png	CSF5                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/772_95_799_110.png	CSF5                     	0.9932
/home/gpuadmin/dataset/test/output_product_crop/807_270_836_285.png	CSF5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/811_95_847_109.png	CMST2                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/830_910_866_925.png	CMST1                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/866_268_903_283.png	CMST1                    	0.9914
/home/gpuadmin/dataset/test/output_product_crop/904_349_935_366.png	1R16                     	0.3899
/home/gpuadmin/dataset/test/output_product_crop/910_855_928_869.png	CP3                      	0.2348
/home/gpuadmin/dataset/test/output_product_crop/955_93_982_108.png	BP4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/957_271_983_285.png	BP4                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/998_270_1037_286.png	CMST3                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/1001_94_1035_110.png	1MST4                    	0.7005
/home/gpuadmin/dataset/test/output_product_crop/1001_984_1024_999.png	BP4                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1026_950_1063_967.png	CMST3                    	0.9997
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/127_451_165_466.png	MBK24                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/172_703_209_716.png	MBK64                    	0.9928
/home/gpuadmin/dataset/test/output_product_crop/231_452_259_467.png	SF48                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/238_375_266_390.png	SF48                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/240_707_272_723.png	SF48                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/242_613_271_628.png	SF48                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/322_430_351_447.png	SF30                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/322_615_350_629.png	SF48                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/322_708_350_723.png	SF48                     	0.7494
/home/gpuadmin/dataset/test/output_product_crop/329_277_348_292.png	P2                       	1.0000
/home/gpuadmin/dataset/test/output_product_crop/356_278_394_293.png	MBK63                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/356_614_395_629.png	MBK63                    	0.9996
/home/gpuadmin/dataset/test/output_product_crop/652_366_688_380.png	MBK51                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/683_411_722_427.png	MBK31                    	0.9983
/home/gpuadmin/dataset/test/output_product_crop/684_654_723_670.png	MBK83                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/715_931_743_945.png	PN42                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/720_242_741_257.png	CP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/972_353_1011_369.png	MBK51                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1019_851_1049_866.png	PN42                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1044_800_1072_814.png	SF32                     	0.9996
/home/gpuadmin/dataset/test/output_product_crop/1051_643_1078_658.png	SF48                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1057_699_1096_714.png	MBK31                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1070_567_1109_581.png	MBK24                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1093_859_1122_873.png	SF32                     	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1107_462_1147_478.png	MBK63                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1124_710_1153_724.png	SF30                     	0.9996
/home/gpuadmin/dataset/test/output_product_crop/1129_404_1146_420.png	P2                       	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1132_821_1162_836.png	MC14                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1136_322_1164_337.png	SF59                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1158_673_1188_688.png	MC14                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1212_351_1243_366.png	MC14                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1287_750_1324_765.png	MBK31                    	0.1790
/home/gpuadmin/dataset/test/output_product_crop/1290_753_1336_771.png	BMB3                     	0.7651
/home/gpuadmin/dataset/test/output_product_crop/1332_812_1360_828.png	SF48                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1334_746_1360_760.png	MF48                     	0.1220
/home/gpuadmin/dataset/test/output_product_crop/1346_631_1382_645.png	MBK63                    	0.9995
/home/gpuadmin/dataset/test/output_product_crop/1348_704_1389_721.png	MBK64                    	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1348_862_1388_879.png	MBK63                    	0.9994
/home/gpuadmin/dataset/test/output_product_crop/1364_571_1382_586.png	P2                       	0.9993
/home/gpuadmin/dataset/test/output_product_crop/1442_774_1472_790.png	MC14                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/406_714_438_730.png	2-SF7                    	0.9997
/home/gpuadmin/dataset/test/output_product_crop/505_716_538_731.png	2-SF7                    	0.9996
/home/gpuadmin/dataset/test/output_product_crop/517_648_543_661.png	PN5                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/861_709_885_725.png	PN3                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1076_611_1107_626.png	BP13                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1085_761_1109_776.png	SF7                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1086_725_1109_740.png	SF7                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1099_789_1123_803.png	PN5                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1176_699_1206_715.png	MC11                     	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/357_296_390_310.png	MBK3                     	0.9384
/home/gpuadmin/dataset/test/output_product_crop/370_377_393_391.png	SF1                      	0.9996
/home/gpuadmin/dataset/test/output_product_crop/372_318_395_332.png	SF5                      	0.9997
/home/gpuadmin/dataset/test/output_product_crop/418_758_442_773.png	BP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/459_379_483_393.png	SF2                      	0.9998
/home/gpuadmin/dataset/test/output_product_crop/461_635_486_651.png	MC1                      	0.9998
/home/gpuadmin/dataset/test/output_product_crop/466_293_499_308.png	MBK5                     	0.9996
/home/gpuadmin/dataset/test/output_product_crop/820_378_855_394.png	MBK3                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/902_759_926_773.png	BP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/949_632_975_648.png	MC1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1179_395_1210_410.png	MBK3                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1230_751_1253_765.png	BP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1247_393_1268_409.png	SF1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1278_398_1301_412.png	SF5                      	0.5112
/home/gpuadmin/dataset/test/output_product_crop/1346_510_1381_525.png	MBK5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1356_474_1381_489.png	SF2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1360_390_1382_405.png	MC1                      	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/269_266_295_281.png	PN5                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/281_508_305_523.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/282_416_306_431.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/293_449_323_466.png	PN2                      	0.9998
/home/gpuadmin/dataset/test/output_product_crop/297_454_330_469.png	PN21                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/323_1048_346_1062.png	BP1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/331_258_352_272.png	SF1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/355_879_378_893.png	MC1                      	0.9998
/home/gpuadmin/dataset/test/output_product_crop/356_509_379_525.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/357_415_378_430.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/358_319_379_333.png	SF4                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/806_279_829_294.png	PN8                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/808_433_829_448.png	SF9                      	0.7640
/home/gpuadmin/dataset/test/output_product_crop/1086_444_1108_459.png	SF1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1104_825_1127_840.png	BP1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1106_635_1130_651.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1107_596_1130_610.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1112_664_1142_678.png	PN24                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1134_498_1158_512.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1148_401_1172_417.png	PN5                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1179_488_1205_502.png	PN8                      	0.9484
/home/gpuadmin/dataset/test/output_product_crop/1184_425_1209_440.png	MC1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1200_644_1222_659.png	PN9                      	0.9990
/home/gpuadmin/dataset/test/output_product_crop/1201_575_1225_590.png	MC1                      	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/292_286_324_301.png	MBK1                     	0.9996
/home/gpuadmin/dataset/test/output_product_crop/322_772_347_787.png	PN4                      	0.9996
/home/gpuadmin/dataset/test/output_product_crop/345_705_364_719.png	P1                       	0.9999
/home/gpuadmin/dataset/test/output_product_crop/449_305_475_319.png	ML1                      	0.9995
/home/gpuadmin/dataset/test/output_product_crop/696_305_721_320.png	PN3                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/701_659_728_673.png	PN2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/708_406_726_420.png	P1                       	0.9999
/home/gpuadmin/dataset/test/output_product_crop/708_629_725_643.png	P1                       	0.9998
/home/gpuadmin/dataset/test/output_product_crop/714_941_735_956.png	SF1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/770_1000_795_1014.png	BP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/795_748_826_763.png	2-SF1                    	0.3257
/home/gpuadmin/dataset/test/output_product_crop/796_285_818_299.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/797_400_819_415.png	SF5                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/810_935_833_949.png	SF1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/816_356_837_373.png	SF6                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/894_304_927_320.png	MBK1                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/940_346_957_362.png	P1                       	0.9999
/home/gpuadmin/dataset/test/output_product_crop/979_842_1004_856.png	BP2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/999_445_1017_460.png	P1                       	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1004_269_1027_285.png	SF4                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1008_690_1032_705.png	PN4                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1016_726_1038_740.png	SF7                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/1021_844_1043_857.png	SF1                      	0.9804
/home/gpuadmin/dataset/test/output_product_crop/1031_514_1048_528.png	P1                       	0.9998
/home/gpuadmin/dataset/test/output_product_crop/1031_629_1056_643.png	SF7                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1054_270_1078_286.png	ML1                      	0.9147
/home/gpuadmin/dataset/test/output_product_crop/1065_937_1088_952.png	SF1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1082_629_1106_642.png	SF7                      	0.9993
/home/gpuadmin/dataset/test/output_product_crop/1108_713_1134_729.png	PN2                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/1112_665_1137_680.png	SF7                      	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
/home/gpuadmin/dataset/test/output_product_crop/134_707_166_722.png	MBK5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/135_280_168_294.png	MBK3                     	0.9986
/home/gpuadmin/dataset/test/output_product_crop/135_493_166_508.png	MBK5                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/196_232_221_247.png	SF37                     	0.7740
/home/gpuadmin/dataset/test/output_product_crop/240_359_269_374.png	SF25                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/240_573_269_588.png	SF25                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/241_787_271_801.png	SF25                     	0.9947
/home/gpuadmin/dataset/test/output_product_crop/242_449_270_463.png	SF25                     	0.7885
/home/gpuadmin/dataset/test/output_product_crop/242_661_270_677.png	SF25                     	0.9914
/home/gpuadmin/dataset/test/output_product_crop/252_890_274_905.png	SF1                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/261_232_286_247.png	SF31                     	0.4432
/home/gpuadmin/dataset/test/output_product_crop/297_952_322_966.png	BP3                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/318_448_355_462.png	MBK13                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/318_659_355_673.png	MBK13                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/320_230_358_245.png	MBK10                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/320_379_352_393.png	SF32                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/322_867_346_882.png	MC3                      	1.0000
/home/gpuadmin/dataset/test/output_product_crop/323_573_351_588.png	SF32                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/323_786_351_801.png	SF32                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/327_358_357_372.png	SF22                     	0.9950
/home/gpuadmin/dataset/test/output_product_crop/328_427_357_442.png	SF25                     	1.0000
/home/gpuadmin/dataset/test/output_product_crop/328_640_357_654.png	SF25                     	0.9999
/home/gpuadmin/dataset/test/output_product_crop/334_891_354_906.png	SF1                      	0.9999
/home/gpuadmin/dataset/test/output_product_crop/358_775_387_790.png	SF2                      	0.7543
/home/gpuadmin/dataset/test/output_product_crop/360_563_385_578.png	C222                     	0.3391
/home/gpuadmin/dataset/test/output_product_crop/609_703_650_719.png	MBK13                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/610_276_648_291.png	MBK13                    	0.9999
/home/gpuadmin/dataset/test/output_product_crop/610_490_648_505.png	MBK13                    	0.9999
